,sender,text
441331,JE-JioPay,"You have used 90% of the available 400 MB Data from ADD-ON - MRP 11 on your Jio Number 9337879740 as of 06-Jun-18 20:12 Hrs. Your available data balance is 30.96 MB valid till 04-Jul-18 21:13 Hrs. Post using 100% of your quota, your data entitlement will be as per your current plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
730806,IG-CAPFST,Your OTP is 313772
449291,Vodafone,"GB_FU_3G (1 units) : 79.73b. Plan Rental (2 units) : 160.673. Usage Chrga. Call : 0.00b. Conf Call : 0.00c. SMS : 0.00d. Mob Internet : 0.00e. Nat
602121,Data speed has been reduced & outgoing calls restricted for Jio no. 9340980854. Recharge with Rs.399 IMMEDIATELY and avail LIMITED PERIOD OFFER of TRIPLE CASHBACK upto Rs.2599. Click http://jio.com/r/TxuZECEK to recharge now. T&C apply
602121,???? ???? 9340980854 ?? ??? ???? ??????? ?? ????????? ????? ?? ?????? ??? ?? ?? ?? ??| ??? ??????? ???? Rs.399 ??, ?? ?? ???? ??? ????? ??? ?? ??.2599 ?? ?? ?????? ?????? ??? ??|??????? ???? ?? ??? ????? ???? http://jio.com/r/TwF2OdSP T&C apply."
798251,IX-FLPKRT,"Shipped: Your easyCover 24 Slots Mem... with order ID OD212481897840867000 has been shipped and will be delivered  by Monday, Jun 11, 2018. You will receive another SMS when the Wishmaster from Ekart Logistics is out to deliver it. Track your shipment here http://fkrt.it/rzVL22NNNN"
639137,RM-KOTAKB,INR 464546.00 is debited from your A/c XXXX2654 on 14-09-2017 towards TR TO DD.Combined Available Balance is INR 19772.75
753642,AD-OLXIND,"Yay! Kalim has sent you a chat message ""190"" for ad Maruti Suzuki Eeco 5 Str With A/c+htr Cng, 2013, C....Respond now! https://www.olx.in/q/r/y0dmtf8"
379005,VM-VFCARE,"Hello, your daily data pack has been renewed.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ"
248872,VM-SBICRD,660019 is the OTP for trxn of INR 212.94 at CITRUSPAY ZOMATO          with your SBI Card ending 0026. OTP is valid for 10 mins only. Pls do not share with anyone.
546836,LMHDFCBK,"Dear HDFC Bank cardmember, Online Payment of Rs.15736.66 vide ref # MICI3025499412 was credited to your card ending -6379-ON-22/06/2013_value Date -20/06/2013"
39897,ID-IDEA,"LST USG: 0.00MB, Pack: 1GBDaily, BAL Left: 1023.83MB can be used till  2018-06-15, Data Unbilled: Rs 0.00"
638485,TX-Wnutap,Happy month-ends to you - Get Rs. 10k interest-free for all your needs! Sign-up and get Walnut Prime credit line up to Rs. 1 Lakh. http://wnut.in/walnutPrime
15296,JZ-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 7017228530 as of 08-Jun-18 00:00 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
601673,BX-SNAPDL,Get discounts of up to 80% on Mobiles and Accessories. Check out our Top Deals now! https://goo.gl/7hLtjd
577579,AD-BAJAJF,"Greetings! EMI of Rs.1,725 for loan a/c no.410DPF58307609 is due on 02/06/18. Keep AXIS a/c ending with 6050 funded 3 days in advance to avoid bounce charges. Link your AADHAAR number with your loan account. Click here http://bit.ly/2ElHzlz to update now. Regards,Bajaj Finserv"
419172,JE-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 9062178351 as of 08-Jun-18 00:45 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
671160,VK-BIGBZR,"Blend It Like Kat!Trend in Style with Glamorous Embroidered Dress, Vibrant Colored Shorts starting @Rs299Visit fbb/Big Bazaar StoreRange: bit.ly/BILKat TnC"
483877,AX-IPAYTM,"Count#6:Rs 500.00 paid to Vashi Petroleum by 9XXXX13584 at 2 Jun, 2018 6:19 PM. OrderId 2018060218191000. For concerns, call:0120-33663377"
146240,AX-RBLCRD,"You earn 1 Reward Point on every Rs. 100 spent in foreign currency using your RBL Bank Titanium Delight Credit Card. What's more! You can also register your Card for an exclusive program on foreign currency purchases. Give a missed call on 7045958514 from your registered mobile number & get 5% Cashback on all purchases in foreign currency. Valid till June 15, 2018. T&Cs apply."
72390,HP-JSBLPN,Your A/c.15/2301/XXXXX629 is debited  Rs.1610.00 on 27-FEB-2018 MSEDCL Clear Bal is Rs.7898.00 Total Bal is Rs. 7898.00
236929,ERecharge,"Congrats! You have won a FREE subscription of Airtel TV App! Watch 350+ Live TV Channels, Movies and TV shows. Data Charges to Apply.Click get.airtel.tv/bundle
52141,Rs.13 has been deducted from your airtel a/c towards the advance talktime taken on 04-Mar-18. You can now take more talktime. Save 52141 take easy Talktime."
25513,VK-GROFRS,Your Grofers order GR240924021 - Super Store - North Kolkata has been delivered.
468052,AX-BIGBZR,"India, #DecideYourPrice for Koryo Hand Blender. Every retweet reduces the product price by Re.2. Retweet Now , https://goo.gl/VZKnLx"
524074,DMINDMRT,"Enquiry from IndiaMARTAloe Vera Gel (Amritsar, Punjab)Neha Challana+91-9465709311Click http://goim.in/VJXpQOAE to reply"
217333,AX-MYVYOM,Your truck for load  Harikansh garhi- Bareilly | Open 6 tyre(19-24 ft) 6 ton  has been accepted by transporter Harsh goods TPT Co. Click to view details https://www.vyom.com/home/activeloads/
515407,VKDailyO,ONLY 4 HOURS LEFT! 2 Cases@ 799 | 3 Pouches@ 299 each | 2 Wallets@ 999 | Bags & Sleeves @ Half Price. EXTRA 500 OFF.  Shop @ https://www.dailyobjects.com
441782,TM-JABONG,"Out for Delivery: Your Jabong shipment of Casual Shirts, tracking ID MLJC3965065, will be delivered today by ML (Phone: 9774726083)."
317344,IM-WIDRWL,"Open Zero Balance A/c with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click here http://nsm.sg/6OCMQ0 to avail this offer. *T&C apply
IM-612345,Aapke Favourite TV serial ab nahi honge miss Idea Movies & TV ke saath. Click bit.ly/2zgfny2 Dial 5678997 Free aur har call pe sune IPL scores!!
IM-657886,Suffering from Cricket fever ! for latest updated on CRICKET 20-20 just click http://bit.ly/20-20CricketFever"
248804,ID-OLACAB,"<#> DO NOT SHARE: 5281 is the OTP for your OlaCabs account. Keep this OTP to yourself for account safety. 7qhFc0tKW6j
919456581916,Missed Calls: 2 Calls from +919456581916 at 07-06-2018 21:41 .Dial *121# Toll Free to know all your account related information."
493091,JX-JIONET,"Dear Partner, Your transaction BR000193V7CA has been successfully processed. Your current wallet balance is Rs. 13938.Thank you,Team Jio"
37479,BW-RBLBNK,INR 20 debited from a/c 30XX4947 on 08/JUN 00:02 by use of Card no ending XX1773 at PAYTM                  1204770770    . Avail Bal 215.71 For assistance call 18001238040
115076,VK-HDFCBK,OTP is 577444 for txn of INR 1.00 at UBER INDIA SYSTEMS PVT LT on card ending 3593. Valid till 11:21:04. Do not share OTP for security reasons.
694837,IZ-IDEA,"Call_CHRG:0.000 INR,Call_Durn:33 secs,Bal_Left=0.04 INR Less DATA!! Take Internet Emergency Pack Now...Dial *666#"
319565,VK-PHONPE,You've sent Rs.150 to Bank Account - XXXXXXXX0671 via PhonePe from your bank a/c.
498834,TM-YESBNK,Thank you for choosing YES BANK. We have received your application for TWL loan. We would shortly share loan ref number post receipt of necessary documents
579639,IA-IDEA,Friends 55365    You have 482MB of Data left on Daily Data Pack
266308,VM-RummyC,A Warrior gives his 100% & wins 100X! Now win up to Rs.8 Lakh*! Play & win your ticket to the Super Over today! Register NOW. https://rummyc.co/RSL1
339334,TX-MYNTRA,"Hey Pravee! Happy Hours with EXTRA 15% OFF From 9am-12pm! Use Code:HHSUN1DWQL Shop the best of Styles!http://smsd.in/qjSA9Rfl
+916261585481,Dear Customer, You have 2 missed calls from +916261585481 . The last missed call was at 08:02 PM on 05-May-2018 . Thankyou, Team Jio."
43258,TM-SBIINB,OTP for Aadhaar linking with Bank accounts is 10055456. Do not share it with anyone.
74126,BW-BOBTXN,Rs.129 is Debited to A/c ...6587 on 07-06-18 18:10:14 (Avlbl Bal Rs.1205.67). Now 15G/H submission digitally enabled.
266881,VK-HLTKRT,Welcome to HealthKart- A destination for Authentic Health Supplements. Earn Rs. 200 for your next order by inviting friends! Refer Now: http://bit.ly/2FkQemA
792373,VM-ANDBNK,"Rs. 1375 is Debited in Ac XX7970 on 02-02-2018.Ac Balance is Rs. 198 .
AG-650009,Naye gaano ko banayein Hello Tune aur payein Rs10 ka nishchit recharge,call 578785(nishulk).Airtel par mauka Vitara Brezza,recharge jeetne ka,call 53111-nishulk
AG-650001,Rs399=UNLIMITED Local+STD+Roaming call+1GB/din+100SMS/din,84dinRs199=UNLIMITED Local+STD+Roaming call+1.4GB/din+100SMS/din,28dinNiji upyog hetu.Dial*121*1#"
188589,JZ-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 8778862191 as of 08-Jun-18 00:16 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.
15155327373,[Live.me] ""234673"" is your confirmation code"
147827,MD-ALVSTA,"Last 7 Days to buy a Fully Furnished Home at Altavista-ChemburHomes starting 1.15Cr50% GST Savings & More offers at site T&C applyRera regCall: 02261344793
VM-040801,Special Benefits for Selected Homes. 2BHK Starting @ Rs.88L ALL INCL*@Dosti West County-Dosti Oak(RERA No.P51700006565), Balkum,Thane(W).  *T&C. Call: 7045540027/9167394646"
135071,BW-PAYZAP,"Enjoy 'Jurassic World' this weekend & get upto Rs.250 CashBack!To avail,book tickets via PayZapp on BookMyShow. Use Code: BINGOClick: bit.ly/PZAPDWD *T&C"
40832,RM-MKUBER,"Kochi, End your Saturday as sweet as ever with some delicious desserts. Download the Uber Eats app now: t.uber.com/c2 & get ordering #UberEatsUndallo"
13047,ID-PayZap,"373087 is your One Time Password (OTP) for registration. Kindly complete the process to enjoy secure transactions.
JK-602121,Your backup smartphone for uninterrupted digital life with long lasting battery and 15days of stand by - effectively FREE http://jio.com/r/bdaEvl4TO"
546840,MMPANTLS,Get added 5% greencard Fashion Friday discount today 21 June. Make a style statement with Pantaloons summer collection. Rush today. TC
23024,VK-iPaytm,Save yourself from fraud: NEVER set a password suggested by anyone. Reset password link: https://ap.p-y.tm/4BFhSV (Do not forward this to anyone)
386064,ID-IDEA,"CHRG:,main_cost Rs 0.000,Free Vol KB:19082.00,VOL:19081.75 KB,BAL_LEFT:,main Rs 0.000,Free Vol KB:944338.00,Exp:2018-7-25Jeeto Iphone Dial *777#"
59206,JD-JioPay,"You have exhausted 100% of your high speed internet quota from Data account of MRP 399 on your Jio Number 6300140449 as of 08-Jun-18 00:03 Hrs. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
731945,AM-BAJAJF,"Dear Customer, thankyou for choosing Bajaj Finserv Personal Loan. Click on the the link to download our exclusive mobile application: http://bit.ly/plwallet"
719138,JA-JioApp,"Dear Customer, As per your request, your JioTune song has been changed for your Jio Number 7003928085. Charges: Rs. 0.0 To Deactivate, please call 155223 or SMS STOP to 56789. Thankyou, Team Jio."
695080,JZ-JioPay,"???? ???? ???? ???? 7017513047 ?? ?????? ????? ??? ????? ??????? ???? 1.5 GB ?? 50% ????? 02-Jun-18 20:24 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
522889,IM-RBLBNK,"A charge of Rs. 320.00 has been initiated on your RBL Credit Card ending with 8735 at AJANTHA STORES, TASGAO on 21/05/18 at 02:40 PM IST. Your available limit is Rs. 67643.35."
350482,IM-PPOOJA,"07-Jun-18Madras CafeInvoice No.: 12747 to 12820Total- 11,418.00Cash- 5,438.00Card- 2,030.00Wallet- 0Online- 2,675.00Due- 0Other- 1,275.00Discount- 143.75Cancel- 0Expenses recorded- 0"
129291,BH-SPNCRS,Spencer's presents The Great Indian Wardrobe Exchange.Bring your Old Garments & Get Rs.300 voucher to buy from our NEW Summer collection of 2Bme Apparel.T&C
242535,AD-LOANPL,An awesome Personal Loan offer for you!- Rate starts from 10.99%- Paperless approval- Balance transferApply now. TnC apply bnkbzr.co/ID5evabq
172789,AZ-AIRCCM,"Airtel activation update: Request no. 759870105 has been booked for mobile no. 9391399399. For further update, SMS STATUS (mobile no.) to 121 from Airtel"
658846,ADBAJAJF,"Dear Customer, Bajaj Finance Ltd., it's employees/authorised reps. never seek your confidential account details such as ""Card number/ Expiry Date/CVV/OTP/Passwords"". Beware of fraudsters and do NOT share such details with any person, else, they may be misused and Bajaj Finance Ltd. will not be liable for the consequences thereof.
IM501105,Thankyou for purchasing with us, now you can also book flights/hotels @MakeMyTrip on No Cost EMI with your Bajaj Finserv EMI card. http://m.BajFin.in/R33qHPhU ."
62554,VMZESTMN,"Hi Gopal krushna mohanty,EMI Baba offers Apple iPhone X @ just ? 6,582/- per month with Zero down-payment, 30 days price protection and express delivery. Buy your dream product today using ZestMoney EMI.http://nsm.sg/0igRCh
650010,Unlimited Calls & Data!UNLIMITED Local,STD,Roaming calls and 100SMS/day along with 164GB(2GB/day) data, 82 days at Rs499T&C apply.Visit Airtel retailer"
408130,IW-Idea,"Welcome to high speed Idea 4G LTE network-Kolkata! Enjoy Incoming Free, Outgoing as per applicable Plan / tariffs. Enjoy home data pack benefits while on roaming, at no extra charge ! Idea Kolkata Helpline no.12345 Tollfree"
736824,BW-KOTAKB,Your a/c no. XXXX379917 is credited Rs.150.00 on 07-06-18 by a/c linked to virtual address 7067833343@ybl (UPI Ref no 815842870100).
508569,AD-EDELWS,"FUNDAMENT PICK OF THE MONTH BUY 9000 SHARES OF ""KALPACOMME"" IN BSE (539014) @ 32.20 AND SELL AFTER DIWALITARGET REVISED 49/54 SL REVISED 31EDELWEISS"
380939,IA-IDEA,"Friends 55365    UL Expiry:2018-06-27, CHRG:,main_cost Rs 0.000,DUR:28 sec,BAL_LEFT:,main Rs 363.497"
30845,JE-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 7011857178 as of 08-Jun-18 00:01 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
417180,IZ-IDEA,"Data_CHRG:0.00 INR, Bal_Left:0.00 INR, ADD_ON Vol_Used:177.234375 MB and plan expires Aug 18 2018,Freebie_bal:827.164493 MB.Rs120 pe Rs120 Ka Full TT"
530285,IZIDEA,"SMS_CHRG:0.000 INR,Call_Durn:0 secs,Bal_Left=0.04 INRTANAAV se Mukti@Rs9/m on 51150"
440353,VK-YESBNK,"INR 10,000.00 Debited to Ac XXXXXXXXXXX0102 on 07-MAY-2018 14:54:33-ATD:1200648973:1FNAJM42:BOB                    AJMER        RJIN  Tot Avbl Bal-INR 23,574.38 on 07-MAY-2018 14:54:33"
479083,AD-SHREEM,Why buy a car when you can drive an SUV?Now an offer you can't refuse Buy MAHINDRA SUV KUV100 NXT with only Rs 1 down-paymentShree Automotive 8448383220TCA
501136,AM-YURBUS,Please note that we do not have GPS tracking on the bus for your journey today. Ensure to reach your boarding point in time. Contact the bus operator directly for more information.
686657,BH-BENFIT,Why use a 3.5% bank a/c when you can get upto 7.1% interest? Introducing Axis ASAP! Open an instant a/c using Aadhaar & PAN no. http://nsm.sg/0rPLGT *T&C
521070,TM-CITIBK,Thank you for using your Citibank Debit Card 5497XXXXXXXX3208 for Rs. 30 at PTM PAYTM              NO on 06-JUN-18.
384213,IK-IDEA,"Call_CHRG:0.000 INR,Call_Durn:0 secs,Bal_Left= 2.00 INR Peye jaan 30 MB Data Loan 2 din er janya!! Dial karun *666#"
592517,VK-ADHAAR,OTP for Aadhaar (XXXX1731) is 490998 and is valid for 30 minutes.(Generated at 2018-06-05 3:16:28)
741098,TM-PHONPE,03602 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone.
612236,IA-IDEA,"CHRG:,main_cost Rs 0.000,VOL:0.00 KB,BAL_LEFT:,main Rs 92.915"
668124,BZ-WBIFMS,"Your claim of Rs. 17481 (Pay) is released from KrishnaNagar-I Treasury and is scheduled to be credited to Bank A/C No. XXXXXXXXX6878 on 27/04/2018
AV-650001,Rs99=Unlimited Local,STD+Roam call, 100 SMS/day+1GB,28daysRs149=Unlimited Local,STD+Roam call, 1GB/day+100 SMS/day,28daysNon-commercial use, visit retailer"
440895,VK-VFCARE,"Hello, the validity of your internet pack has expired. You can still browse at standard rates or buy a Datapack & Save. Dial *444# or click (www.vodafone.in/r5)"
392521,BZ-BSNLIN,Your account balance will be soon exhausted. On your account balance you only have Rs.0.01 valid until 03-12-2018.
254690,VM-AxisBk,"Dear Customer,Mandates reference No:  UTIB0000000005275298 issued to  Fulllerton India Credit Company Limited with value  11660 and frequency  Monthly was rejected due to the  reason  Drawers signature differs for the account number  ending with  XXXXXXXXXXX0633 . In case of any issues please get in touch with your branch."
743137,VM-iPaytm,Use 158049 as your login OTP. OTP is confidential. Paytm never calls you asking for OTP. Sharing it with anyone gives them full access to your Paytm Wallet.
52146,AD-FCHRGE,0798 is your OTP to login to your FreeCharge Account. It is valid for 08 minutes. Please do not share this with anyone.
591751,BT-APOLLO,"Thank you for choosing Apollo Hospitals ,Greams Road as your partner in health care. For Appointments http://bit.ly/2aeJ3x5"
395345,AD-OLXIND,Payment successful (TransactionID: 7933393). Your Ad will be highlighted shortly. Invoice available at https://www.olx.in/q/r/yo3b3n2
